Uptown,40.4387705,-79.9903134,5
Eat'n Park Restaurant,40.436432,-79.923174,54
Tartine,40.4416303,-80.0330321,62
Square Cafe,40.43211376,-79.8932692,310
Crepes Parisiennes,40.4516361,-79.9333919,73
Grandma B's,40.4486007,-79.9705038,12
Barb's Corner Kitchen,40.4745089,-79.9579076,67
Bob's Diner,40.4688051,-80.098048,21
Cherries Diner,40.4404532,-80.0020133,35
Folino's Ristorante,40.4288777,-79.9813066,7
Hanlon's Cafe,40.44087752,-80.06890344,16
Kelly O's Diner,40.4540482,-79.9814381,95
Micro Diner,40.42984315,-80.0073563,73
P&G's Pamela's Diner,40.4519715,-79.9836571,322
Pamela's,40.4813809,-79.9742164,48
Pamela's Upstreet Diner,40.4376131,-79.9227079,108
Pamelas Diner,40.3858963,-80.0435338,58
The Dor-Stop Restaurant,40.396012,-80.034727,275
Trolley Barn Eatery,40.3681996,-80.0128138,9
Caffe Mona la bistro,40.465725,-79.95432,85
Gypsy Cafe,40.4294377,-79.9849665,21
Drew's Family Restaurant,40.42045596,-79.85139376,54
Cucina Vitale,40.4274551,-79.9691231,18
Stagioni,40.4282783,-79.9760041,73
Breakfast At Shelly's,40.42177103,-79.99426804,4
Cafe On Main,40.4947266,-79.9330019,52
City Cafe,40.472081,-79.95886,15
Deluca's Diner,40.4515431,-79.9837258,385
Eggs-R-Us,40.4271652,-80.0557015,75
IHOP,40.41499331,-79.92351047,46
Maryanne's Breakfast & Lunch,40.4861178,-80.0750619,3
Mauramori Cafe,40.480421,-79.954097,28
P&G's Pamela's Diner,40.45158284,-79.93286984,222
P&G's Pamela's Diner,40.4413583,-79.9576968,155
Pamela's,40.4382396,-79.922326,62
The Commoner Corner,40.4418087,-79.9964699,4
The Cozy Cafe,40.4416303,-80.0330321,4
The Original Pancake House,40.39116651,-80.07381965,77
Waffle Shop,40.4604323,-79.9252567,15
Allegheny Sandwich Shoppe,40.4523081,-80.0150592,21
Club Sandwich & Deli,40.4944063,-79.9347447,7
DJ's Sandwich Shoppe,40.462538,-79.95047639,8
Gab & Eat,40.3980013,-80.0834577,69
Island Cafe,40.43373034,-80.00460799,6
The Bloomfield Sandwich Shop,40.462632,-79.950246,41
Pasha Cafe Lounge,40.45102088,-79.93203074,26
Morning Glory Coffeehouse,40.4855169,-79.9255017,4
Bridal Beginning,40.3831836,-80.0528715,33
Candalina Brides,40.4233755,-79.8914638,10
Clarissa Boutique,40.428572,-79.981864,8
Glitter & Grit,40.4821656,-79.9522779,18
Koda Bridal,40.388349,-80.04332,6
China Buffet King,40.428592,-80.052487,21
Golden Palace Buffet,40.4408628,-79.9581821,33
Golden Palace Buffet,40.4427692,-79.9970479,24
Old Town Buffet,40.3900597,-80.0143656,44
Panda Buffet,40.441329,-80.069418,4
Schatz Dining Hall,40.4435037,-79.9415706,6
Busy Beaver,40.475418,-79.9588179,5
Burgatory,40.487971,-79.889315,405
Pittsburgh Grill and Sports Bar,40.4459012,-80.0112553,18
Hello Bistro,40.440093,-80.0008532,48
The Porch at Schenley,40.442777,-79.953151,377
Quaker Steak and Lube,40.4406403,-79.9582222,54
Skyvue,40.3506026,-79.9231447,23
BRGR,40.459918,-79.925347,362
Red Robin Gourmet Burgers,40.409918,-79.9167901,74
Johnny Rockets,40.390315,-79.865458,29
The Elbow Room,40.45564248,-79.93117587,14
Tessaro's,40.4627572,-79.9506735,292
Coach's Bottleshop & Grille,40.40030619,-80.04299972,28
Buford's Kitchen,40.4385515,-79.9904322,27
Stack'd Burgers & Beer,40.44133,-79.956892,27
Tipsy Cow,40.455763,-79.931512,34
Wicked Fox,40.4897501,-79.8737448,20
Tavern In The Wall,40.49046,-79.904612,14
The Bar 2132,40.4284298,-79.9750086,7
Winghart's Burger & Whiskey Bar,40.439681,-79.957556,18
Winghart's Burger & Whiskey Bar,40.4400929,-80.0024463,371
Winghart's Burger & Whiskey Bar,40.4290553,-79.9831387,118
Doubleday's,40.4435521,-80.0022028,24
Dari-Villa Restaurant,40.4964929,-80.0574965,13
Eat'n Park,40.4870315,-79.8917937,22
Kings Family Restaurant,40.3875124,-80.0932152,10
Broadway Brunch,40.472505,-80.074153,21
GM Dog N' Burger Shoope,40.4601862,-79.9463367,4
Hello Bistro,40.428359,-79.978196,56
51 Wings and Things,40.3713729,-79.9820868,28
Shop-n-Go Deli,40.362547,-79.907143,3
Brighton Hot Dog Shoppe,40.426873,-80.057167,14
Burger King,40.369751,-80.011672,3
Burger King,40.4284477,-79.9795415,27
Five Guys,40.4881157,-79.8854112,16
Five Guys Burgers and Fries,40.442277,-79.956657,56
Five Guys Burgers and Fries,40.44020351,-80.00286879,15
McDonald's,40.412012,-79.9098858,12
McDonald's,40.3849854,-79.8626605,5
McDonald's,40.492067,-80.06235,6
McDonald's,40.45884557,-79.91844708,8
McDonald's,40.4422917,-79.9989455,7
McDonald's,40.3988343,-80.026459,11
McDonald's,40.4273917,-80.0533614,5
McDonald's,40.368679,-80.0377139,3
McDonald's,40.441139,-79.957151,8
McDonald's,40.444674,-79.8885911,7
McDonald's,40.36453091,-79.98390198,7
McDonald's,40.4508329,-80.0190166,8
McDonald's,40.441237,-80.003478,8
McDonald's,40.410147,-79.990825,3
McDonald's,40.4492902,-79.9863013,8
McDonald's,40.3868181,-80.0937399,4
McDonald's,40.4629538,-79.9267659,4
McDonald's,40.44044948,-79.99864658,8
Steak 'n Shake,40.413496,-79.9044562,60
Wendy's,40.4097098,-79.9017997,7
Wendy's,40.4940896,-80.0635357,5
Wendy's,40.42523807,-79.88836233,5
Wendy's,40.392802,-80.062098,6
Wendy's,40.4002649,-80.0241505,8
Wendy's,40.45712665,-79.93779737,20
Wendy's,40.3698173,-80.0317416,3
Wendy's,40.4869315,-79.8906324,6
Wendy's,40.416731,-79.925176,7
Wendy's,40.4459123,-79.8929722,5
Wendy's,40.469244,-79.962146,8
Wendy's,40.45030268,-80.01896381,6
The Yard Gastropub,40.4513696,-79.9341804,187
Benjamins Western Avenue Burger Bar,40.4520989,-80.016762,133
Hank's Hotdogs Too,40.3928423,-80.0183817,8
Riviera Pizza & Pasta,40.46007,-79.991094,19
Pizza Pronto,40.454132,-79.95183,13
Carhops Sub Shop,40.4505597,-79.9864285,23
Veltre's Pizza,40.421054,-79.8862296,16
Applewood Smoke Burger Company,40.4762289,-79.9208742,44
BRGR,40.357213,-80.0520951,72
Burgatory,40.43917,-79.989656,9
Burgatory,40.40715279,-79.91776378,204
Burgatory,40.4459841,-80.0108794,84
Burger King,40.382477,-79.977069,6
Burger King,40.495048,-80.066432,3
Courthouse Tavern,40.4397825,-80.0004518,18
Fuddruckers,40.4082518,-79.9186347,10
Hardee's,40.4931766,-79.9755103,8
Mullen's,40.428286,-79.976069,9
Peppi's,40.450237,-79.985665,45
The Pickle Barrel,40.4289636,-79.9851922,6
Zaw's Asian Foods,40.4333064,-79.9231271,52
Burma-Tokyo,40.4390804,-79.9553126,38
Cafe io,40.3888214,-80.0498403,62
Skibo Cafe,40.4434658,-79.9434567,12
Acoustic Moose Cafe,40.4959837,-80.0561782,4
Atomic Caf̩,45.54507275,-73.54456976,12
Au Bon Pain,40.44047595,-79.99900617,6
Au Bon Pain Co,40.4418329,-80.0038794,4
Barb's Country Junction Cafe,40.404638,-80.089985,9
Billy's Troy Hill Bistro,40.4645128,-79.9823112,5
Blue Elephant Cafe,40.499801,-79.868143,18
Caf̩ Raymond,40.4519239,-79.9831656,71
Cafe Fifth Ave,40.4387014,-79.992011,12
Caff̬ D'Amore Catering,40.4535609,-79.9805948,6
Caffe Amante,40.442228,-80.003107,10
Hard Rock Cafe,40.433899,-80.00531,13
River Moon Cafe,40.472735,-79.9632647,5
The Cafe,40.42738,-79.969165,3
The Salad Cafe,40.44557455,-79.97952397,4
The Zone,40.480844,-79.954475,4
Caf̩ Cravings,40.4318531,-80.0156807,20
S&D Cafe,40.4377735,-79.9853827,6
The Vandal,40.4707671,-79.9599462,84
East End Caf̩,40.4481638,-79.8984078,5
Gateway Center Cafeteria,40.442222,-80.0044807,4
NOLA,40.4410376,-80.002765,352
Muddy Waters Oyster Bar,40.460212,-79.925355,95
Ka Mei,40.4324863,-79.9228558,62
That Stereo Shop,40.4983445,-80.0711489,3
Audio Workx,40.3882695,-79.9962384,3
Sudz,40.45782975,-79.90846753,3
Auto Bathouse,40.4859391,-79.9437273,16
Waterfront Auto Complex,40.4089458,-79.90928356,5
5th Avenue Detailing & Car Wash,40.4577765,-79.9086724,6
Bigelow Blvd Detail and Car Wash,40.4565713,-79.9632426,9
Distinctive Detailing,40.4672449,-79.9639912,15
Sheetz,40.35115423,-80.02305021,9
All Washed Up Auto Spa,40.409711,-79.900653,5
Clean Car Express,40.461649,-79.90553,19
Laser Wash Group,40.4179217,-80.0579805,4
Mr Magic Car Wash,40.3698519,-80.0321834,5
Mr Magic Car Wash,40.404905,-80.0392566,7
Mr Magic Car Wash,40.37031019,-79.98253405,6
Penn Ave Car Wash,40.441706,-79.877977,4
Pittsburgh Pride Car Wash,40.4254068,-79.9458588,6
Southside Laserwash,40.4286206,-79.9926092,5
Tunnel O Suds,40.4037481,-79.9166814,5
A Pleasant Present,40.431596,-79.922955,3
Weldins,40.442582,-79.995221,9
Wild Card,40.4706097,-79.9607318,61
Casa Rasta,40.405401,-80.0301225,26
Fireside Caribbean Restaurant,40.4425792,-79.8822226,18
Impressionz,40.46234541,-79.92416516,29
Mama Rose,40.464046,-79.91521,3
Rasta House Caribbean Resturant,40.456127,-80.006524,16
Royal Caribbean,40.4602716,-79.9251042,22
Mark's Grille & Catering,40.444221,-79.997341,5
Pittsburgh Barbecue Company,40.4217207,-80.0297405,58
The Groove Cheesesteak Co,40.4283233,-79.9775261,62
Penn Station East Coast Subs,40.4425142,-79.9987478,18
Mugshots Cafe,40.4391056,-80.0711385,7
Ugly Dog Saloon,40.4268042,-80.0551196,31
Main Street Deli,40.3855183,-79.9034257,8
Big Shot Bob's House of Wings,40.3988404,-80.0829369,11
Pizza Hut,40.4283449,-79.977328,12
Hook Fish & Chicken,40.458332,-79.907939,10
Quaker Steak & Lube,40.4480946,-80.0042488,5
Wiggy's,40.4271652,-80.0557015,34
Wingstop,40.42868081,-79.98437593,24
Wingstop,40.4410961,-80.0691463,6
Honey Bees Restaurant & Catering,40.454942,-79.885547,3
Asian House,40.38366531,-79.86765394,5
Amazing Wok,40.394804,-80.0346427,32
Bai Ling Chinese Restaurant,40.3850883,-79.9784211,5
Castle Place,40.369991,-80.034378,5
Chan An Restaurant,40.4303781,-79.9772139,7
Chan An Restaurant,40.439176,-80.071117,14
Chen's Wok,40.4426201,-79.8854317,3
China Garden,40.4579893,-79.9181411,18
China Gate,40.357213,-80.0520951,15
China House,40.462831,-79.9516804,17
China House II,40.422307,-79.8893217,4
China Lin,40.483529,-79.948969,9
China Sea Chinese Restaurant,40.4972056,-80.0583585,11
China Star,40.4225625,-79.9285951,43
China Taste,40.4541341,-79.9981189,11
China Village,40.3684469,-80.0130696,6
China Wok,40.3661221,-79.9817378,5
Chinatown Inn,40.4371064,-79.99732929,94
Chop Sticks,40.4341822,-79.9230114,5
Chopstick House,40.4604781,-79.8663304,3
Chopstix,40.4341822,-79.9230114,4
Don Don Chinese Restaurant,40.4083473,-80.0849615,10
Dragon Town,40.4954484,-80.0558941,7
Forever Rosemary,40.4665086,-79.9539413,3
Fu Lai Chinese Restaurant,40.4428479,-80.0031124,24
Golden Palace Chinese Restaurant,40.4306144,-80.0075896,9
Great Wall Chinese Food,40.4146974,-79.9876465,5
Green Bamboo,40.46657196,-79.95384328,6
Green Garden,40.38892,-80.049921,13
Hong Kong Taste,40.4967675,-79.9438905,9
How Lee,40.4270707,-79.8905657,5
How Lee Chinese Food,40.4378528,-79.9195345,182
Hunan Wok,40.47391072,-80.09727206,4
Hunan Wok Chinese Restaurant,40.3736775,-79.8737336,3
Hunan Wok Chinese Takeout,40.3919558,-79.9874081,12
Jimmy Tsang's Chinese Restaurant,40.4571291,-79.9334864,12
Liang's Hunan Restaurant,40.4434132,-79.9961509,8
Little Shanghai,40.4488823,-79.9873238,9
Lotus Garden,40.368626,-79.983,5
Lucky Chinese Express,40.3518929,-80.050278,3
Lucky Dragon Chinese Restaurant,40.4783789,-79.9555457,8
Mandarin Gourmet,40.439226,-80.0017249,42
New China Inn,40.4520131,-79.9516942,13
New Lucky,40.4426682,-79.8856765,4
No 1 China House,40.4218885,-79.992839,5
No. 1 Kitchen,40.405382,-79.9909347,4
Orient Express,40.4446795,-79.9481851,80
Orient Kitchen,40.4541975,-79.947105,53
Sesame Garden,40.43052066,-80.00752361,31
Sesame Inn Chinese Restaurant,40.37965491,-80.04486434,50
Sesame Inn Chinese Restaurant,40.43130771,-80.00190753,29
Sichuan House Chinese Restaurant,40.3923379,-80.0662223,3
Silk Pagoda Restaurant,40.4274093,-79.9382045,15
Silver Palace Chinese Restaurant,40.3773782,-80.0037775,14
Tasty Chinese Restaurant,40.458497,-79.9246661,26
The Dragon Chinese Cuisine,40.3868368,-79.9029475,7
The Golden Palace Buffet,40.4427809,-79.997066,3
The Tong Garden,40.391756,-80.017768,10
Tian's China Wok,40.438467,-79.9887849,24
Tong's Cuisine,40.4394727,-79.9582437,24
Uncle Chen,40.4954484,-80.0558941,8
Wai Wai Chinese Cuisine,40.4620394,-79.9491655,103
Wang's Kitchen,40.37317,-79.97514,23
Yen's Gourmet,40.4225729,-79.9285794,4
Yen's Gourmet,40.4610218,-79.922675,19
Zhen Choo Chinese Restaurant,40.4139412,-79.8508554,5
Epiphany Church,40.4399588,-79.9907635,4
First Presbyterian Church of Pittsburgh,40.441564,-79.999013,5
Holy Angels Parish House,40.387436,-79.9329543,5
Mt. Ararat Baptist Church,40.4624304,-79.9141402,4
St Anthony's Chapel,40.464958,-79.983936,6
St Mary of Mercy Church,40.439652,-80.004357,3
St Nicholas Greek Orthodox Cathedral,40.4447699,-79.9498392,10
St Regis Parish,40.430464,-79.953369,4
St Rosalia's Church,40.4257304,-79.9430228,4
